shelter_id,name,lon,lat,capacity,operating,peak_occupancy,final_occupancy,refused_count,utilization,mean_travel_dist_m_admitted,policy_refused
Arbor_Lodge_Shelter,Arbor Lodge Shelter,-122.686753,45.576626,132,true,3,3,9,0.0227,3072.04,9
Bybee_Lakes_Hope_Center,Bybee Lakes Hope Center,-122.757778,45.626297,262,true,0,0,0,0.0000,,0
Clark_Center,Clark Center,-122.661942,45.512502,135,true,26,26,30,0.1926,803.65,30
Gresham_Womens_Shelter,Gresham Women's Shelter,-122.497037,45.522018,135,true,0,0,0,0.0000,,0
Jeans_Place,Jean's Place,-122.654323,45.523278,90,true,25,25,25,0.2778,754.79,25
Laurelwood_Center,Laurelwood Center,-122.600281,45.491148,180,true,91,91,0,0.5056,5604.51,0
River_District_Navigatio,River District Navigation Center,-122.676937,45.530708,150,true,66,66,0,0.4400,8578.36,0
Walnut_Park_Shelter,Walnut Park Shelter,-122.661833,45.562279,108,true,32,32,0,0.2963,6591.97,0
Willamette_Center,Willamette Center,-122.649327,45.485729,195,true,64,64,0,0.3282,1856.71,0
Banfield_Motel_Shelter,Banfield Motel Shelter,-122.625558,45.534537,108,true,48,48,6,0.4444,1127.14,6
Delta_Park_Motel_Shelter,Delta Park Motel Shelter,-122.679565,45.590053,114,true,3,3,9,0.0263,684.03,9
Roseway_Inn_Motel_Shelte,Roseway Inn Motel Shelter,-122.562494,45.558812,225,true,16,16,13,0.0711,1906.33,13
Rockwood_Bridge_Shelter,Rockwood Bridge Shelter,-122.477620,45.522979,78,true,0,0,0,0.0000,,0
Stark_Street_Motel_Shelt,Stark Street Motel Shelter,-122.474369,45.519541,81,true,2,2,0,0.0247,23505.93,0
Thayer_Family_Foundation,Thayer Family Foundation Veterans Motel Shelter,-122.685370,45.583337,32,true,0,0,9,0.0000,,9
Arbor_Lodge_Village_Pods,Arbor Lodge Village Pods,-122.686753,45.576626,30,true,0,0,9,0.0000,,9
Avalon_Village,Avalon Village,-122.647011,45.504545,16,true,0,0,0,0.0000,,0
Beacon_Village,Beacon Village,-122.585163,45.527605,16,true,0,0,0,0.0000,,0
Dignity_Village,Dignity Village,-122.635880,45.590779,99,true,2,2,0,0.0202,3398.57,0
Harrison_Community_Villa,Harrison Community Village,-122.578184,45.509737,63,true,10,10,9,0.1587,1095.60,9
Kenton_Womens_Village,Kenton Women's Village,-122.691841,45.586652,32,true,0,0,9,0.0000,,9
Oak_Street_Village,Oak Street Village,-122.579609,45.520115,48,true,18,18,9,0.3750,841.97,9
Parkrose_Community_Villa,Parkrose Community Village,-122.533971,45.534177,16,true,2,2,1,0.1250,2018.41,1
St_Andrews_Village,St Andrews Village,-122.721754,45.582464,16,true,0,0,8,0.0000,,8
St_Johns_Village,St Johns Village,-122.750203,45.590193,32,true,20,20,8,0.6250,1115.55,8
Lilac_Meadows,Lilac Meadows,-122.583071,45.496970,190,true,43,43,36,0.2263,1142.16,36
Porch_Light_Youth_Shelte,Porch Light Youth Shelter,-122.688141,45.522468,45,true,0,0,0,0.0000,,0
Street_Light_Youth_Shelt,Street Light Youth Shelter,-122.688141,45.522468,45,true,0,0,0,0.0000,,0
Behavioral_Health_Resour,Behavioral Health Resource Center,-122.679643,45.521959,50,true,0,0,0,0.0000,,0
Sunderland_RV_Safe_Park,Sunderland RV Safe Park,-122.635896,45.595053,92,true,3,3,0,0.0326,2786.29,0
Peninsula_Crossing_SRV,Peninsula Crossing Trail Safe Rest Village,-122.735946,45.583354,99,true,19,19,9,0.1919,1218.66,9
BIPOC_SRV,BIPOC Safe Rest Village,-122.665928,45.534443,63,true,10,10,1,0.1587,426.76,1
Queer_Affinity_Village,Queer Affinity Safe Rest Village,-122.677686,45.506081,57,true,0,0,34,0.0000,,34
Doreens_Place,Doreen's Place (Transition Projects),-122.677480,45.527488,135,true,0,0,19,0.0000,,19
Menlo_Park_SRV,Menlo Park Safe Rest Village,-122.537593,45.522410,82,true,47,47,10,0.5732,1788.65,10
Reedway_SRV,Reedway Safe Rest Village,-122.606664,45.481822,99,true,16,16,0,0.1616,1187.55,0
NEW_optimized_site_01,Proposed clean-air shelter 1 (optimized location),-122.684239,45.525066,350,true,64,64,50,0.1829,977.45,50
NEW_optimized_site_02,Proposed clean-air shelter 2 (optimized location),-122.674314,45.514205,350,true,35,35,50,0.1000,1174.70,50
NEW_optimized_site_03,Proposed clean-air shelter 3 (optimized location),-122.685357,45.536118,349,true,67,67,40,0.1920,1546.48,40
NEW_optimized_site_04,Proposed clean-air shelter 4 (optimized location),-122.544555,45.489718,349,true,99,99,23,0.2837,2960.31,23
NEW_optimized_site_05,Proposed clean-air shelter 5 (optimized location),-122.574416,45.540881,349,true,60,60,12,0.1719,2479.93,12
NEW_optimized_site_06,Proposed clean-air shelter 6 (optimized location),-122.686929,45.585790,349,true,37,37,9,0.1060,1987.45,9
NEW_optimized_site_07,Proposed clean-air shelter 7 (optimized location),-122.675258,45.500394,349,true,48,48,43,0.1375,3031.04,43
NEW_optimized_site_08,Proposed clean-air shelter 8 (optimized location),-122.571918,45.465833,349,true,70,70,7,0.2006,1856.52,7
NEW_optimized_site_09,Proposed clean-air shelter 9 (optimized location),-122.543241,45.555387,349,true,51,51,13,0.1461,2621.98,13
NEW_optimized_site_10,Proposed clean-air shelter 10 (optimized location),-122.673484,45.519995,349,true,71,71,50,0.2034,1384.19,50
